currency_code,rate,date 
HKD,7.5288,2025-11-17
HKD,7.5261,2025-11-18
HKD,7.5253,2025-11-19
HKD,7.526,2025-11-20
HKD,7.5458,2025-11-21
HKD,7.5458,2025-11-22
HKD,7.5458,2025-11-23
HKD,7.5362,2025-11-24
HKD,7.5281,2025-11-25
HKD,7.5276,2025-11-26
HKD,7.5212,2025-11-27
HKD,7.5165,2025-11-28
HKD,7.5165,2025-11-29
HKD,7.5165,2025-11-30
IDR,0.0037,2025-11-01
IDR,0.0037,2025-11-02
IDR,0.0037,2025-11-03
IDR,0.0037,2025-11-04
IDR,0.0037,2025-11-05
IDR,0.0037,2025-11-06
IDR,0.0037,2025-11-07
IDR,0.0037,2025-11-08
IDR,0.0037,2025-11-09
IDR,0.0037,2025-11-10
IDR,0.0037,2025-11-11
IDR,0.0037,2025-11-12
IDR,0.0037,2025-11-13
IDR,0.0037,2025-11-14
IDR,0.0037,2025-11-15
IDR,0.0037,2025-11-16
IDR,0.0037,2025-11-17
IDR,0.0037,2025-11-18
IDR,0.0037,2025-11-19
IDR,0.0037,2025-11-20
IDR,0.0038,2025-11-21
IDR,0.0038,2025-11-22
IDR,0.0038,2025-11-23
IDR,0.0037,2025-11-24
IDR,0.0037,2025-11-25
IDR,0.0037,2025-11-26
IDR,0.0037,2025-11-27
IDR,0.0037,2025-11-28
IDR,0.0037,2025-11-29
IDR,0.0037,2025-11-30
INR,0.698,2025-11-01
INR,0.698,2025-11-02
INR,0.698,2025-11-03
INR,0.6974,2025-11-04
INR,0.6981,2025-11-05
INR,0.6984,2025-11-06
INR,0.6987,2025-11-07
INR,0.6987,2025-11-08
INR,0.6987,2025-11-09
INR,0.6989,2025-11-10
INR,0.6988,2025-11-11
INR,0.6991,2025-11-12
INR,0.6994,2025-11-13
INR,0.6995,2025-11-14
INR,0.6995,2025-11-15
INR,0.6995,2025-11-16
INR,0.6994,2025-11-17
INR,0.699,2025-11-18
INR,0.6988,2025-11-19
INR,0.699,2025-11-20
INR,0.7011,2025-11-21
INR,0.7011,2025-11-22
INR,0.7011,2025-11-23
INR,0.7001,2025-11-24
INR,0.6991,2025-11-25
INR,0.6989,2025-11-26
INR,0.6982,2025-11-27
INR,0.6975,2025-11-28
INR,0.6975,2025-11-29
INR,0.6975,2025-11-30
JPY,0.3855,2025-11-01
JPY,0.3855,2025-11-02
JPY,0.3855,2025-11-03
JPY,0.3842,2025-11-04
JPY,0.3828,2025-11-05
JPY,0.3815,2025-11-06
JPY,0.3804,2025-11-07
JPY,0.3804,2025-11-08
JPY,0.3804,2025-11-09
JPY,0.3812,2025-11-10
JPY,0.3824,2025-11-11
JPY,0.3841,2025-11-12
JPY,0.385,2025-11-13
JPY,0.3858,2025-11-14
JPY,0.3858,2025-11-15
JPY,0.3858,2025-11-16
JPY,0.3852,2025-11-17
JPY,0.3841,2025-11-18
JPY,0.383,2025-11-19
JPY,0.3822,2025-11-20
JPY,0.3845,2025-11-21
JPY,0.3845,2025-11-22
JPY,0.3845,2025-11-23
JPY,0.3831,2025-11-24
JPY,0.382,2025-11-25
JPY,0.3814,2025-11-26
JPY,0.3821,2025-11-27
JPY,0.3835,2025-11-28
JPY,0.3835,2025-11-29
JPY,0.3835,2025-11-30
KRW,0.0441,2025-11-01
KRW,0.0441,2025-11-02
KRW,0.0441,2025-11-03
KRW,0.044,2025-11-04
KRW,0.0439,2025-11-05
KRW,0.0438,2025-11-06
KRW,0.0437,2025-11-07
KRW,0.0437,2025-11-08
KRW,0.0437,2025-11-09
KRW,0.0438,2025-11-10
KRW,0.0439,2025-11-11
KRW,0.044,2025-11-12
KRW,0.0441,2025-11-13
KRW,0.0442,2025-11-14
KRW,0.0442,2025-11-15
KRW,0.0442,2025-11-16
KRW,0.0441,2025-11-17
KRW,0.044,2025-11-18
KRW,0.0439,2025-11-19
KRW,0.0439,2025-11-20
KRW,0.0441,2025-11-21
KRW,0.0441,2025-11-22
KRW,0.0441,2025-11-23
KRW,0.044,2025-11-24
KRW,0.0439,2025-11-25
KRW,0.0439,2025-11-26
KRW,0.0438,2025-11-27
KRW,0.0437,2025-11-28
KRW,0.0437,2025-11-29
KRW,0.0437,2025-11-30
MXN,3.3645,2025-11-01
MXN,3.3645,2025-11-02
MXN,3.3645,2025-11-03
MXN,3.3512,2025-11-04
MXN,3.342,2025-11-05
MXN,3.3385,2025-11-06
MXN,3.321,2025-11-07
MXN,3.321,2025-11-08
MXN,3.321,2025-11-09
MXN,3.334,2025-11-10
MXN,3.3415,2025-11-11
MXN,3.352,2025-11-12
MXN,3.3642,2025-11-13
MXN,3.375,2025-11-14
MXN,3.375,2025-11-15
MXN,3.375,2025-11-16
MXN,3.368,2025-11-17
MXN,3.354,2025-11-18
MXN,3.3412,2025-11-19
MXN,3.3395,2025-11-20
MXN,3.351,2025-11-21
MXN,3.351,2025-11-22
MXN,3.351,2025-11-23
MXN,3.3412,2025-11-24
MXN,3.3315,2025-11-25
MXN,3.328,2025-11-26
MXN,3.3345,2025-11-27
MXN,3.348,2025-11-28
MXN,3.348,2025-11-29
MXN,3.348,2025-11-30
MYR,12.854,2025-11-01
MYR,12.854,2025-11-02
MYR,12.854,2025-11-03
MYR,12.8415,2025-11-04
MYR,12.822,2025-11-05
MYR,12.8105,2025-11-06
MYR,12.794,2025-11-07
MYR,12.794,2025-11-08
MYR,12.794,2025-11-09
MYR,12.8112,2025-11-10
MYR,12.825,2025-11-11
MYR,12.842,2025-11-12
MYR,12.8552,2025-11-13
MYR,12.864,2025-11-14
MYR,12.864,2025-11-15
MYR,12.864,2025-11-16
MYR,12.859,2025-11-17
MYR,12.848,2025-11-18
MYR,12.8312,2025-11-19
MYR,12.834,2025-11-20
MYR,12.861,2025-11-21
MYR,12.861,2025-11-22
MYR,12.861,2025-11-23
MYR,12.8475,2025-11-24
MYR,12.831,2025-11-25
MYR,12.8245,2025-11-26
MYR,12.8312,2025-11-27
MYR,12.849,2025-11-28
MYR,12.849,2025-11-29
MYR,12.849,2025-11-30
NOK,5.314,2025-11-01
NOK,5.314,2025-11-02
NOK,5.314,2025-11-03
NOK,5.2985,2025-11-04
NOK,5.281,2025-11-05
NOK,5.2745,2025-11-06
NOK,5.2612,2025-11-07
NOK,5.2612,2025-11-08
NOK,5.2612,2025-11-09
NOK,5.275,2025-11-10
NOK,5.2862,2025-11-11
NOK,5.299,2025-11-12
NOK,5.3115,2025-11-13
NOK,5.324,2025-11-14
NOK,5.324,2025-11-15
NOK,5.324,2025-11-16
NOK,5.318,2025-11-17
NOK,5.3045,2025-11-18
NOK,5.291,2025-11-19
NOK,5.2865,2025-11-20
NOK,5.299,2025-11-21
NOK,5.299,2025-11-22
NOK,5.299,2025-11-23
NOK,5.2842,2025-11-24
NOK,5.271,2025-11-25
NOK,5.2645,2025-11-26
NOK,5.2712,2025-11-27
NOK,5.285,2025-11-28
NOK,5.285,2025-11-29
NOK,5.285,2025-11-30
NZD,34.8512,2025-11-01
NZD,34.8512,2025-11-02
NZD,34.8512,2025-11-03
NZD,34.789,2025-11-04
NZD,34.6915,2025-11-05
NZD,34.621,2025-11-06
NZD,34.545,2025-11-07
NZD,34.545,2025-11-08
NZD,34.545,2025-11-09
NZD,34.652,2025-11-10
NZD,34.7215,2025-11-11
NZD,34.811,2025-11-12
NZD,34.8852,2025-11-13
NZD,34.942,2025-11-14
NZD,34.942,2025-11-15
NZD,34.942,2025-11-16
NZD,34.9105,2025-11-17
NZD,34.814,2025-11-18
NZD,34.7211,2025-11-19
NZD,34.685,2025-11-20
NZD,34.792,2025-11-21
NZD,34.792,2025-11-22
NZD,34.792,2025-11-23
NZD,34.7108,2025-11-24
NZD,34.6315,2025-11-25
NZD,34.582,2025-11-26
NZD,34.6412,2025-11-27
NZD,34.765,2025-11-28
NZD,34.765,2025-11-29
NZD,34.765,2025-11-30
PKR,0.2045,2025-11-01
PKR,0.2045,2025-11-02
PKR,0.2045,2025-11-03
PKR,0.2041,2025-11-04
PKR,0.2044,2025-11-05
PKR,0.2046,2025-11-06
PKR,0.2048,2025-11-07
PKR,0.2048,2025-11-08
PKR,0.2048,2025-11-09
PKR,0.2051,2025-11-10
PKR,0.2052,2025-11-11
PKR,0.2053,2025-11-12
PKR,0.2055,2025-11-13
PKR,0.2056,2025-11-14
PKR,0.2056,2025-11-15
PKR,0.2056,2025-11-16
PKR,0.2055,2025-11-17
PKR,0.2052,2025-11-18
PKR,0.205,2025-11-19
PKR,0.2051,2025-11-20
PKR,0.2058,2025-11-21
PKR,0.2058,2025-11-22
PKR,0.2058,2025-11-23
PKR,0.2055,2025-11-24
PKR,0.2052,2025-11-25
PKR,0.2051,2025-11-26
PKR,0.2048,2025-11-27
PKR,0.2046,2025-11-28
PKR,0.2046,2025-11-29
PKR,0.2046,2025-11-30
SAR,15.1482,2025-11-01
SAR,15.1482,2025-11-02
SAR,15.1482,2025-11-03
SAR,15.134,2025-11-04
SAR,15.1551,2025-11-05
SAR,15.1698,2025-11-06
SAR,15.1739,2025-11-07
SAR,15.1739,2025-11-08
SAR,15.1739,2025-11-09
SAR,15.1805,2025-11-10
SAR,15.179,2025-11-11
SAR,15.1855,2025-11-12
SAR,15.1936,2025-11-13
SAR,15.1932,2025-11-14
SAR,15.1932,2025-11-15
SAR,15.1932,2025-11-16
SAR,15.1924,2025-11-17
SAR,15.1881,2025-11-18
SAR,15.1754,2025-11-19
SAR,15.1794,2025-11-20
SAR,15.2154,2025-11-21
SAR,15.2154,2025-11-22
SAR,15.2154,2025-11-23
SAR,15.2026,2025-11-24
SAR,15.1915,2025-11-25
SAR,15.1899,2025-11-26
SAR,15.1775,2025-11-27
SAR,15.1669,2025-11-28
SAR,15.1669,2025-11-29
SAR,15.1669,2025-11-30
SEK,5.3615,2025-11-01
SEK,5.3615,2025-11-02
SEK,5.3615,2025-11-03
SEK,5.348,2025-11-04
SEK,5.3312,2025-11-05
SEK,5.3225,2025-11-06
SEK,5.311,2025-11-07
SEK,5.311,2025-11-08
SEK,5.311,2025-11-09
SEK,5.3245,2025-11-10
SEK,5.336,2025-11-11
SEK,5.3512,2025-11-12
SEK,5.364,2025-11-13
SEK,5.3755,2025-11-14
SEK,5.3755,2025-11-15
SEK,5.3755,2025-11-16
SEK,5.369,2025-11-17
SEK,5.3552,2025-11-18
SEK,5.342,2025-11-19
SEK,5.3385,2025-11-20
SEK,5.351,2025-11-21
SEK,5.351,2025-11-22
SEK,5.351,2025-11-23
SEK,5.3392,2025-11-24
SEK,5.324,2025-11-25
SEK,5.3185,2025-11-26
SEK,5.324,2025-11-27
SEK,5.3395,2025-11-28
SEK,5.3395,2025-11-29
SEK,5.3395,2025-11-30
SGD,42.7485,2025-11-01
SGD,42.7485,2025-11-02
SGD,42.7485,2025-11-03
SGD,42.711,2025-11-04
SGD,42.7542,2025-11-05
SGD,42.812,2025-11-06
SGD,42.845,2025-11-07
SGD,42.845,2025-11-08
SGD,42.845,2025-11-09
SGD,42.8912,2025-11-10
SGD,42.887,2025-11-11
SGD,42.9425,2025-11-12
SGD,42.961,2025-11-13
SGD,42.985,2025-11-14
SGD,42.985,2025-11-15
SGD,42.985,2025-11-16
SGD,42.9912,2025-11-17
SGD,42.954,2025-11-18
SGD,42.912,2025-11-19
SGD,42.8965,2025-11-20
SGD,43.011,2025-11-21
SGD,43.011,2025-11-22
SGD,43.011,2025-11-23
SGD,42.945,2025-11-24
SGD,42.8912,2025-11-25
SGD,42.884,2025-11-26
SGD,42.8415,2025-11-27
SGD,42.8105,2025-11-28
SGD,42.8105,2025-11-29
SGD,42.8105,2025-11-30
SYP,0.0045,2025-11-01
SYP,0.0045,2025-11-02
SYP,0.0045,2025-11-03
SYP,0.0045,2025-11-04
SYP,0.0045,2025-11-05
SYP,0.0045,2025-11-06
SYP,0.0045,2025-11-07
SYP,0.0045,2025-11-08
SYP,0.0045,2025-11-09
SYP,0.0045,2025-11-10
SYP,0.0045,2025-11-11
SYP,0.0045,2025-11-12
SYP,0.0045,2025-11-13
SYP,0.0045,2025-11-14
SYP,0.0045,2025-11-15
SYP,0.0045,2025-11-16
SYP,0.0045,2025-11-17
SYP,0.0045,2025-11-18
SYP,0.0045,2025-11-19
SYP,0.0045,2025-11-20
SYP,0.0045,2025-11-21
SYP,0.0045,2025-11-22
SYP,0.0045,2025-11-23
SYP,0.0045,2025-11-24
SYP,0.0045,2025-11-25
SYP,0.0045,2025-11-26
SYP,0.0045,2025-11-27
SYP,0.0045,2025-11-28
SYP,0.0045,2025-11-29
SYP,0.0045,2025-11-30
THB,1.6415,2025-11-01
THB,1.6415,2025-11-02
THB,1.6415,2025-11-03
THB,1.6385,2025-11-04
THB,1.634,2025-11-05
THB,1.6312,2025-11-06
THB,1.6285,2025-11-07
THB,1.6285,2025-11-08
THB,1.6285,2025-11-09
THB,1.632,2025-11-10
THB,1.6355,2025-11-11
THB,1.641,2025-11-12
THB,1.6445,2025-11-13
THB,1.648,2025-11-14
THB,1.648,2025-11-15
THB,1.648,2025-11-16
THB,1.6452,2025-11-17
THB,1.641,2025-11-18
THB,1.6365,2025-11-19
THB,1.635,2025-11-20
THB,1.6412,2025-11-21
THB,1.6412,2025-11-22
THB,1.6412,2025-11-23
THB,1.6375,2025-11-24
THB,1.633,2025-11-25
THB,1.6315,2025-11-26
THB,1.634,2025-11-27
THB,1.6395,2025-11-28
THB,1.6395,2025-11-29
THB,1.6395,2025-11-30
TWD,1.7745,2025-11-01
TWD,1.7745,2025-11-02
TWD,1.7745,2025-11-03
TWD,1.771,2025-11-04
TWD,1.7685,2025-11-05
TWD,1.765,2025-11-06
TWD,1.7612,2025-11-07
TWD,1.7612,2025-11-08
TWD,1.7612,2025-11-09
TWD,1.7645,2025-11-10
TWD,1.769,2025-11-11
TWD,1.7735,2025-11-12
TWD,1.778,2025-11-13
TWD,1.7825,2025-11-14
TWD,1.7825,2025-11-15
TWD,1.7825,2025-11-16
TWD,1.7795,2025-11-17
TWD,1.774,2025-11-18
TWD,1.7695,2025-11-19
TWD,1.768,2025-11-20
TWD,1.7732,2025-11-21
TWD,1.7732,2025-11-22
TWD,1.7732,2025-11-23
TWD,1.7685,2025-11-24
TWD,1.764,2025-11-25
TWD,1.7622,2025-11-26
TWD,1.765,2025-11-27
TWD,1.7715,2025-11-28
TWD,1.7715,2025-11-29
TWD,1.7715,2025-11-30
USD,56.954,2025-11-01
USD,56.954,2025-11-02
USD,56.954,2025-11-03
USD,56.901,2025-11-04
USD,56.98,2025-11-05
USD,57.035,2025-11-06
USD,57.05,2025-11-07
USD,57.05,2025-11-08
USD,57.05,2025-11-09
USD,57.075,2025-11-10
USD,57.069,2025-11-11
USD,57.094,2025-11-12
USD,57.125,2025-11-13
USD,57.123,2025-11-14
USD,57.123,2025-11-15
USD,57.123,2025-11-16
USD,57.12,2025-11-17
USD,57.104,2025-11-18
USD,57.056,2025-11-19
USD,57.071,2025-11-20
USD,57.206,2025-11-21
USD,57.206,2025-11-22
USD,57.206,2025-11-23
USD,57.158,2025-11-24
USD,57.116,2025-11-25
USD,57.11,2025-11-26
USD,57.063,2025-11-27
USD,57.023,2025-11-28
USD,57.023,2025-11-29
USD,57.023,2025-11-30
VES,1.5821,2025-11-01
VES,1.5821,2025-11-02
VES,1.5821,2025-11-03
VES,1.5806,2025-11-04
VES,1.5828,2025-11-05
VES,1.5843,2025-11-06
VES,1.5847,2025-11-07
VES,1.5847,2025-11-08
VES,1.5847,2025-11-09
VES,1.5854,2025-11-10
VES,1.5852,2025-11-11
VES,1.5859,2025-11-12
VES,1.5868,2025-11-13
VES,1.5867,2025-11-14
VES,1.5867,2025-11-15
VES,1.5867,2025-11-16
VES,1.5866,2025-11-17
VES,1.5862,2025-11-18
VES,1.5849,2025-11-19
VES,1.5853,2025-11-20
VES,1.5891,2025-11-21
VES,1.5891,2025-11-22
VES,1.5891,2025-11-23
VES,1.5877,2025-11-24
VES,1.5866,2025-11-25
VES,1.5864,2025-11-26
VES,1.5851,2025-11-27
VES,1.584,2025-11-28
VES,1.584,2025-11-29
VES,1.584,2025-11-30
ZAR,3.112,2025-11-01
ZAR,3.112,2025-11-02
ZAR,3.112,2025-11-03
ZAR,3.1045,2025-11-04
